"PeakID (cmd=annotatePeaks.pl clp_cd8_H3K4me3.txt mm10 -size -500,500)",Chr,Start,End,Strand,Peak Score,Focus Ratio/Region Size,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Unigene,Nearest Refseq,Nearest Ensembl,Gene Name,Gene Alias,Gene Description,Gene Type
clp_H3K4me3_1_peak_16554,chr9,111117635,111118635,+,91,NA,promoter-TSS (NM_001164838),promoter-TSS (NM_001164838),24,NM_027742,71268,Mm.302287,NM_027742,ENSMUSG00000032497,Lrrfip2,5133400F20Rik|AI850587,leucine rich repeat (in FLII) interacting protein 2,protein-coding
clp_H3K4me3_1_peak_16380,chr9,97110235,97111235,+,90,NA,"intron (NM_138756, intron 1 of 6)",CpG,306,NM_138756,192287,Mm.228067,NM_138756,ENSMUSG00000032449,Slc25a36,C330005L02Rik,"solute carrier family 25, member 36",protein-coding
clp_H3K4me3_1_peak_1656,chr10,84576658,84577658,+,90,NA,"intron (NM_146008, intron 1 of 9)",CpG,211,NM_146008,216198,Mm.296142,NM_146008,ENSMUSG00000020034,Tcp11l2,E430026E19Rik,t-complex 11 (mouse) like 2,protein-coding
clp_H3K4me3_1_peak_14512,chr7,105736508,105737508,+,90,NA,promoter-TSS (NM_025897),promoter-TSS (NM_025897),283,NM_010562,16202,Mm.274846,NM_010562,ENSMUSG00000030890,Ilk,AA511515|ESTM24,integrin linked kinase,protein-coding
clp_H3K4me3_1_peak_11227,chr4,123282359,123283359,+,90,NA,promoter-TSS (NM_130881),promoter-TSS (NM_130881),-52,NM_148917,230721,Mm.277091,NM_130881,ENSMUSG00000011257,Pabpc4,-,"poly(A) binding protein, cytoplasmic 4",protein-coding
clp_H3K4me3_1_peak_9366,chr2,131186572,131187572,+,90,NA,"5' UTR (NM_023117, exon 1 of 16)","5' UTR (NM_023117, exon 1 of 16)",124,NM_001111075,12531,Mm.38444,NM_023117,ENSMUSG00000027330,Cdc25b,AI604853,cell division cycle 25B,protein-coding
clp_H3K4me3_1_peak_14565,chr7,113513679,113514679,+,90,NA,"intron (NM_001360668, intron 1 of 12)",L1M4b|LINE|L1,345,NM_001360668,67420,Mm.206919,NM_026143,ENSMUSG00000030759,Far1,2600011M19Rik|2900034E22Rik|3732409C05Rik|AI850429|Mlstd2,fatty acyl CoA reductase 1,protein-coding
clp_H3K4me3_1_peak_14512-2,chr7,105736508,105737508,+,90,NA,promoter-TSS (NM_025897),promoter-TSS (NM_025897),283,NM_010562,16202,Mm.274846,NM_010562,ENSMUSG00000030890,Ilk,AA511515|ESTM24,integrin linked kinase,protein-coding
clp_H3K4me3_1_peak_11554,chr4,141722364,141723364,+,90,NA,"intron (NM_001017966, intron 1 of 9)",CpG,555,NM_001017966,68817,Mm.393721,NM_001017966,ENSMUSG00000078515,Ddi2,1110056G13Rik|1700027M01Rik|9130022E05Rik|AI604911|AU040698,DNA-damage inducible protein 2,protein-coding
clp_H3K4me3_1_peak_9411,chr2,140170431,140171431,+,90,NA,promoter-TSS (NM_001081090),promoter-TSS (NM_001081090),285,NM_027093,69487,Mm.287921,NM_027093,ENSMUSG00000027384,Ndufaf5,2310003L22Rik,NADH:ubiquinone oxidoreductase complex assembly factor 5,protein-coding
clp_H3K4me3_1_peak_646-2,chr1,138963314,138964314,+,90,NA,"5' UTR (NM_001166501, exon 1 of 22)","5' UTR (NM_001166501, exon 1 of 22)",105,NM_001166501,329260,Mm.337604,NM_181347,ENSMUSG00000056268,Dennd1b,4632404N19Rik|4930467M19Rik|6820401H01Rik|F730008N07Rik,DENN/MADD domain containing 1B,protein-coding
clp_H3K4me3_1_peak_13304,chr6,88902202,88903202,+,90,NA,"intron (NM_011906, intron 1 of 11)",CpG,451,NM_011906,24100,Mm.284480,NM_011906,ENSMUSG00000002871,Tpra1,40kDa|Gpr175|Tpra40,"transmembrane protein, adipocyte asscociated 1",protein-coding
clp_H3K4me3_1_peak_3941,chr12,112644742,112645742,+,90,NA,"intron (NM_001161737, intron 1 of 2)",CpG,414,NM_013929,30954,Mm.289812,NM_013929,ENSMUSG00000064326,Siva1,CD27bp|Siva,"SIVA1, apoptosis-inducing factor",protein-coding
clp_H3K4me3_1_peak_2805,chr11,88047422,88048422,+,90,NA,"exon (NM_173374, exon 1 of 4)","exon (NM_173374, exon 1 of 4)",549,NM_001078167,110809,Mm.391719,NM_173374,ENSMUSG00000018379,Srsf1,1110054N12Rik|5730507C05Rik|6330415C05Rik|AI482334|AW491331|Asf|Sf2|Sfrs1,serine/arginine-rich splicing factor 1,protein-coding
clp_H3K4me3_1_peak_9265-2,chr2,122234336,122235336,+,90,NA,promoter-TSS (NM_146126),promoter-TSS (NM_146126),-3,NM_146126,20322,Mm.371580,NM_146126,ENSMUSG00000027227,Sord,SDH|Sdh-1|Sdh1|Sodh-1|XDH,sorbitol dehydrogenase,protein-coding
clp_H3K4me3_1_peak_2352,chr11,59449528,59450528,+,90,NA,promoter-TSS (NM_001205068),promoter-TSS (NM_001205068),6,NM_001356452,67826,Mm.26680,NM_144521,ENSMUSG00000009894,Snap47,1110031B06Rik|SNAP-47,"synaptosomal-associated protein, 47",protein-coding
clp_H3K4me3_1_peak_646,chr1,138963314,138964314,+,90,NA,"5' UTR (NM_001166501, exon 1 of 22)","5' UTR (NM_001166501, exon 1 of 22)",105,NM_001166501,329260,Mm.337604,NM_181347,ENSMUSG00000056268,Dennd1b,4632404N19Rik|4930467M19Rik|6820401H01Rik|F730008N07Rik,DENN/MADD domain containing 1B,protein-coding
clp_H3K4me3_1_peak_11164,chr4,117288772,117289772,+,90,NA,"5' UTR (NM_001310731, exon 1 of 11)","5' UTR (NM_001310731, exon 1 of 11)",183,NM_001310730,66743,Mm.318331,NM_025739,ENSMUSG00000028677,Rnf220,4732477A13|4931406I20Rik|5730503K05Rik|AV302541,ring finger protein 220,protein-coding
clp_H3K4me3_1_peak_4039-2,chr13,19395346,19396346,+,90,NA,promoter-TSS (NM_001347485),promoter-TSS (NM_001347485),-33,NM_024270,76205,Mm.41940,NM_024270,ENSMUSG00000003062,Stard3nl,0610035N01Rik|6530409L22Rik|AW124774|MENTHO,STARD3 N-terminal like,protein-coding
clp_H3K4me3_1_peak_9265,chr2,122234336,122235336,+,90,NA,promoter-TSS (NM_146126),promoter-TSS (NM_146126),-3,NM_146126,20322,Mm.371580,NM_146126,ENSMUSG00000027227,Sord,SDH|Sdh-1|Sdh1|Sodh-1|XDH,sorbitol dehydrogenase,protein-coding
clp_H3K4me3_1_peak_2734,chr11,83753492,83754492,+,90,NA,"intron (NM_145432, intron 1 of 19)",CpG,355,NM_145432,217026,Mm.117874,NM_145432,ENSMUSG00000000976,Heatr6,2700008B19Rik|BB135312|BB249351,HEAT repeat containing 6,protein-coding
clp_H3K4me3_1_peak_2316,chr11,55469538,55470538,+,90,NA,"intron (NM_013716, intron 1 of 11)",CpG,286,NM_013716,27041,Mm.39631,NM_013716,ENSMUSG00000018583,G3bp1,AI849976|B430204O07|C87777|G3bp|mKIAA4115,GTPase activating protein (SH3 domain) binding protein 1,protein-coding
clp_H3K4me3_1_peak_12019,chr5,53998409,53999409,+,90,NA,"exon (NM_054083, exon 1 of 12)","exon (NM_054083, exon 1 of 12)",386,NM_054083,116873,Mm.265985,NM_054083,ENSMUSG00000039156,Stim2,-,stromal interaction molecule 2,protein-coding
clp_H3K4me3_1_peak_4039,chr13,19395346,19396346,+,90,NA,promoter-TSS (NM_001347485),promoter-TSS (NM_001347485),-33,NM_024270,76205,Mm.41940,NM_024270,ENSMUSG00000003062,Stard3nl,0610035N01Rik|6530409L22Rik|AW124774|MENTHO,STARD3 N-terminal like,protein-coding
clp_H3K4me3_1_peak_13806,chr7,16816211,16817211,+,90,NA,promoter-TSS (NM_001358846),promoter-TSS (NM_001358846),21,NM_173430,243853,Mm.39703,NM_173430,ENSMUSG00000048920,Fkrp,A830029B19Rik|AI842067|AI847300|LGMD1I|MDC1C,fukutin related protein,protein-coding
clp_H3K4me3_1_peak_8819,chr2,37421977,37422977,+,89,NA,"intron (NM_001290642, intron 1 of 21)","intron (NM_001290642, intron 1 of 21)",426,NM_001290642,319817,Mm.288785,NM_001100591,ENSMUSG00000075376,Rc3h2,2900024N03Rik|9430019J22Rik|D930043C02Rik|Mnab|Rnf164,ring finger and CCCH-type zinc finger domains 2,protein-coding
clp_H3K4me3_1_peak_4545,chr13,95890846,95891846,+,89,NA,"intron (NM_027711, intron 1 of 35)","intron (NM_027711, intron 1 of 35)",576,NM_027711,544963,Mm.38878,NM_027711,ENSMUSG00000021676,Iqgap2,4933417J23Rik|A630053O10|AI788777,IQ motif containing GTPase activating protein 2,protein-coding
clp_H3K4me3_1_peak_232,chr1,57995758,57996758,+,89,NA,"5' UTR (NM_199007, exon 1 of 9)","5' UTR (NM_199007, exon 1 of 9)",284,NM_199007,68549,Mm.32800,NM_199007,ENSMUSG00000026039,Sgo2a,1110007N04Rik|4932411A20Rik|5730576N04Rik|AU018846|AV008062|D1Ertd8e|Sgol2|Sgol2a|Tripin,shugoshin 2A,protein-coding
clp_H3K4me3_1_peak_14809,chr7,140855714,140856714,+,89,NA,"intron (NM_018742, intron 1 of 3)",CpG,169,NM_018742,54399,Mm.155696,NM_018742,ENSMUSG00000025484,Bet1l,2610021K23Rik|Gs15,Bet1 golgi vesicular membrane trafficking protein like,protein-coding
clp_H3K4me3_1_peak_12556,chr5,129501030,129502030,+,89,NA,"exon (NM_172276, exon 1 of 18)","exon (NM_172276, exon 1 of 18)",299,NM_172276,231769,Mm.288714,NM_172276,ENSMUSG00000029439,Sfswap,1190005N23Rik|6330437E22Rik|AI197402|AW212079|SWAP|Sfrs8|Srsf8,splicing factor SWAP,protein-coding
clp_H3K4me3_1_peak_7640,chr18,56974584,56975584,+,89,NA,"intron (NM_029909, intron 1 of 4)","intron (NM_029909, intron 1 of 4)",295,NM_029909,77422,Mm.256874,NM_029909,ENSMUSG00000024592,C330018D20Rik,AU018666,RIKEN cDNA C330018D20 gene,protein-coding
clp_H3K4me3_1_peak_13925,chr7,27258242,27259242,+,89,NA,promoter-TSS (NM_010950),promoter-TSS (NM_010950),-19,NM_010950,18223,Mm.458153,NM_010950,ENSMUSG00000063160,Numbl,nbl,numb-like,protein-coding
clp_H3K4me3_1_peak_39,chr1,13659672,13660672,+,89,NA,"intron (NM_145381, intron 1 of 6)","intron (NM_145381, intron 1 of 6)",337,NM_145381,212442,Mm.89572,NM_145381,ENSMUSG00000025937,Lactb2,Cgi-83|E430032H21Rik,"lactamase, beta 2",protein-coding
clp_H3K4me3_1_peak_13925-2,chr7,27258242,27259242,+,89,NA,promoter-TSS (NM_010950),promoter-TSS (NM_010950),-19,NM_010950,18223,Mm.458153,NM_010950,ENSMUSG00000063160,Numbl,nbl,numb-like,protein-coding
clp_H3K4me3_1_peak_4539,chr13,94976249,94977249,+,89,NA,"intron (NM_172590, intron 1 of 12)","intron (NM_172590, intron 1 of 12)",405,NM_172590,218460,Mm.33856,NM_172590,ENSMUSG00000042015,Wdr41,B830029I03Rik|MSTP048,WD repeat domain 41,protein-coding
clp_H3K4me3_1_peak_12585,chr5,134313808,134314808,+,89,NA,"intron (NM_001359062, intron 1 of 34)",CpG,452,NM_001359065,14886,Mm.261570,NM_010365,ENSMUSG00000060261,Gtf2i,6030441I21Rik|BAP-135|Diws1t|GtfII-I|Spin|TFII-I|WBSCR6,general transcription factor II I,protein-coding
clp_H3K4me3_1_peak_12728,chr5,142794013,142795013,+,89,NA,"intron (NM_178242, intron 2 of 15)","intron (NM_178242, intron 2 of 15)",23149,NM_001122730,231861,Mm.354649,NM_178242,ENSMUSG00000039477,Tnrc18,BC025631|EG381742|Zfp469,trinucleotide repeat containing 18,protein-coding
clp_H3K4me3_1_peak_5665,chr15,81586226,81587226,+,89,NA,"intron (NM_177821, intron 1 of 30)",CpG-5131,512,NM_177821,328572,Mm.258397,NM_177821,ENSMUSG00000055024,Ep300,A430090G16|A730011L11|KAT3B|p300|p300 HAT,E1A binding protein p300,protein-coding
clp_H3K4me3_1_peak_14624,chr7,122066368,122067368,+,89,NA,promoter-TSS (NM_138589),promoter-TSS (NM_138589),218,NM_026140,67417,Mm.45171,NM_026140,ENSMUSG00000030871,Ears2,3230401I01Rik|mKIAA1970,"glutamyl-tRNA synthetase 2, mitochondrial",protein-coding
clp_H3K4me3_1_peak_7146-2,chr17,56303324,56304324,+,88,NA,promoter-TSS (NM_001111078),promoter-TSS (NM_001111078),487,NM_001111079,18140,Mm.42196,NM_010931,ENSMUSG00000001228,Uhrf1,AL022808|ICBP90|Np95|RNF106,"ubiquitin-like, containing PHD and RING finger domains, 1",protein-coding
clp_H3K4me3_1_peak_13482,chr6,122741892,122742892,+,88,NA,"5' UTR (NM_011401, exon 1 of 10)","5' UTR (NM_011401, exon 1 of 10)",353,NM_011401,20527,Mm.395108,NM_011401,ENSMUSG00000003153,Slc2a3,AA408729|AL023014|AL024341|AU040424|C78366|Glut-3|Glut3,"solute carrier family 2 (facilitated glucose transporter), member 3",protein-coding
clp_H3K4me3_1_peak_7939,chr19,6117917,6118917,+,88,NA,TTS (NM_026912),TTS (NM_026912),169,NM_133678,66406,Mm.303924,NM_133678,ENSMUSG00000024790,Sac3d1,2410004C24Rik|AU015683|shd1,SAC3 domain containing 1,protein-coding
clp_H3K4me3_1_peak_8668,chr2,29787725,29788725,+,88,NA,promoter-TSS (NM_001290496),promoter-TSS (NM_001290496),-554,NM_001290495,227682,Mm.245739,NM_145520,ENSMUSG00000039826,Trub2,G430055L02Rik,TruB pseudouridine (psi) synthase family member 2,protein-coding
clp_H3K4me3_1_peak_9852,chr3,32510460,32511460,+,88,NA,"intron (NM_001356625, intron 1 of 6)","intron (NM_001356625, intron 1 of 6)",368,NM_144519,67778,Mm.285620,NM_144519,ENSMUSG00000027667,Zfp639,6230400O18Rik|ANC-2H01|ZASC1|Znf639,zinc finger protein 639,protein-coding
clp_H3K4me3_1_peak_12276,chr5,108628693,108629693,+,88,NA,promoter-TSS (NM_001163531),promoter-TSS (NM_001163531),584,NM_001282052,231580,Mm.276647,NM_153569,ENSMUSG00000062234,Gak,D130045N16Rik,cyclin G associated kinase,protein-coding
clp_H3K4me3_1_peak_10454,chr3,126597271,126598271,+,88,NA,"intron (NM_001025438, intron 1 of 18)","intron (NM_001025438, intron 1 of 18)",820,NM_001346636,108058,Mm.255822,NM_023813,ENSMUSG00000053819,Camk2d,2810011D23Rik|8030469K03Rik|CaMK II|[d]-CaMKII,"calcium/calmodulin-dependent protein kinase II, delta",protein-coding
clp_H3K4me3_1_peak_7146,chr17,56303324,56304324,+,88,NA,promoter-TSS (NM_001111078),promoter-TSS (NM_001111078),487,NM_001111079,18140,Mm.42196,NM_010931,ENSMUSG00000001228,Uhrf1,AL022808|ICBP90|Np95|RNF106,"ubiquitin-like, containing PHD and RING finger domains, 1",protein-coding
clp_H3K4me3_1_peak_2447,chr11,68967390,68968390,+,88,NA,promoter-TSS (NM_028048),promoter-TSS (NM_028048),-241,NM_028048,71998,Mm.298622,NM_028048,ENSMUSG00000018740,Slc25a35,1810012H11Rik,"solute carrier family 25, member 35",protein-coding
clp_H3K4me3_1_peak_12793,chr5,147859982,147860982,+,88,NA,promoter-TSS (NM_025624),promoter-TSS (NM_025624),-146,NM_025624,66537,Mm.332855,NM_025624,ENSMUSG00000029649,Pomp,2510048O06Rik|Ump1,proteasome maturation protein,protein-coding
clp_H3K4me3_1_peak_8264,chr19,42170173,42171173,+,88,NA,"5' UTR (NM_177319, exon 1 of 13)","5' UTR (NM_177319, exon 1 of 13)",106,NM_001164531,319740,Mm.287359,NM_177319,ENSMUSG00000018820,Zfyve27,2210011N02Rik|9530077C24Rik|AI426636|AI593546|AI835681,"zinc finger, FYVE domain containing 27",protein-coding
clp_H3K4me3_1_peak_10346,chr3,105959435,105960435,+,87,NA,"5' UTR (NM_001304719, exon 2 of 10)","5' UTR (NM_001304719, exon 2 of 10)",313,NM_001304719,11950,Mm.251152,NM_009725,ENSMUSG00000000563,Atp5f1,Atp5pb|C76477,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1",protein-coding
clp_H3K4me3_1_peak_15077,chr8,46470968,46471968,+,87,NA,"intron (NM_007981, intron 1 of 20)",CpG,431,NM_007981,14081,Mm.210323,NM_007981,ENSMUSG00000018796,Acsl1,Acas|Acas1|Acs|FACS|Facl2|LACS 1|LACS1,acyl-CoA synthetase long-chain family member 1,protein-coding
clp_H3K4me3_1_peak_12366,chr5,115134229,115135229,+,87,NA,"exon (NM_175352, exon 1 of 5)","exon (NM_175352, exon 1 of 5)",246,NM_175352,106840,Mm.29241,NM_175352,ENSMUSG00000046562,Unc119b,AA407659|AI414892,unc-119 lipid binding chaperone B,protein-coding
clp_H3K4me3_1_peak_10465,chr3,127836748,127837748,+,87,NA,"5' UTR (NM_145964, exon 1 of 10)","5' UTR (NM_145964, exon 1 of 10)",275,NM_001346718,211556,Mm.403486,NM_145964,ENSMUSG00000074238,Ap1ar,AA407621|C78909|Gadkin,adaptor-related protein complex 1 associated regulatory protein,protein-coding
clp_H3K4me3_1_peak_12748,chr5,143622109,143623109,+,87,NA,"5' UTR (NM_011182, exon 1 of 13)","5' UTR (NM_011182, exon 1 of 13)",162,NM_011182,19159,Mm.281003,NM_011182,ENSMUSG00000018001,Cyth3,AI648983|ARNO3|CLM3|Grp1|Pscd3,cytohesin 3,protein-coding
clp_H3K4me3_1_peak_3642,chr12,72664604,72665604,+,87,NA,promoter-TSS (NM_025522),promoter-TSS (NM_025522),-276,NM_025522,66375,Mm.289653,NM_025522,ENSMUSG00000021094,Dhrs7,2310016E22Rik|5730564L20Rik|AW061210|Retdsr4|Retsdr4,dehydrogenase/reductase (SDR family) member 7,protein-coding
clp_H3K4me3_1_peak_8255,chr19,41911946,41912946,+,87,NA,"intron (NM_023418, intron 1 of 3)",CpG,575,NM_023418,18648,Mm.16783,NM_023418,ENSMUSG00000011752,Pgam1,2310050F24Rik|Pgam-1,phosphoglycerate mutase 1,protein-coding
clp_H3K4me3_1_peak_9416,chr2,144010103,144011103,+,87,NA,"intron (NM_024281, intron 1 of 23)",CpG,660,NM_133626,81910,Mm.13705,NM_024281,ENSMUSG00000027422,Rrbp1,1700087N07Rik|5730465C04Rik|ES/130|mKIAA1398|mRRp0|mRRp1.8|mRRp10|mRRp15a|mRRp15b|mRRp16.8|mRRp2|mRRp41|mRRp47|mRRp5.4|p180,ribosome binding protein 1,protein-coding
clp_H3K4me3_1_peak_10345,chr3,105958373,105959373,+,87,NA,promoter-TSS (NM_027432),promoter-TSS (NM_027432),-625,NM_027432,70465,Mm.5110,NM_027432,ENSMUSG00000000561,Wdr77,2610003I18Rik|2610312E17Rik|C79984|p44/MEP50,WD repeat domain 77,protein-coding
clp_H3K4me3_1_peak_15750,chr9,7184196,7185196,+,87,NA,"5' UTR (NM_029775, exon 1 of 8)","5' UTR (NM_029775, exon 1 of 8)",191,NM_029775,76863,Mm.27293,NM_029775,ENSMUSG00000032002,Dcun1d5,3110001A18Rik|4833420K19Rik|AW060460|D430047L21Rik,"DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae)",protein-coding
clp_H3K4me3_1_peak_1283,chr10,43540087,43541087,+,87,NA,"intron (NM_026411, intron 1 of 3)",CpG,431,NM_026411,67851,Mm.209953,NM_026411,ENSMUSG00000019797,1700021F05Rik,-,RIKEN cDNA 1700021F05 gene,protein-coding
clp_H3K4me3_1_peak_11445,chr4,134767161,134768161,+,87,NA,"intron (NM_145554, intron 1 of 8)",CpG,343,NM_145554,100017,Mm.27486,NM_145554,ENSMUSG00000037295,Ldlrap1,AA691260|ARH2|Arh|Arh1|FHCB1|FHCB2,low density lipoprotein receptor adaptor protein 1,protein-coding
clp_H3K4me3_1_peak_11130,chr4,116221303,116222303,+,87,NA,promoter-TSS (NM_001355586),promoter-TSS (NM_001355586),195,NM_001355584,18710,Mm.253819,NM_181585,ENSMUSG00000028698,Pik3r3,AA414954|p55|p55pik,phosphoinositide-3-kinase regulatory subunit 3,protein-coding
clp_H3K4me3_1_peak_11548,chr4,141546152,141547152,+,87,NA,"non-coding (NR_030695, exon 1 of 1)","non-coding (NR_030695, exon 1 of 1)",490,NR_030695,320456,Mm.32859,NM_177163,,B330016D10Rik,-,RIKEN cDNA B330016D10 gene,ncRNA
clp_H3K4me3_1_peak_16391,chr9,99575577,99576577,+,87,NA,"exon (NM_031403, exon 1 of 8)","exon (NM_031403, exon 1 of 8)",278,NM_031403,83703,Mm.31324,NM_031403,ENSMUSG00000032469,Dbr1,AW018415,debranching RNA lariats 1,protein-coding
clp_H3K4me3_1_peak_618,chr1,135312944,135313944,+,86,NA,"intron (NM_001360858, intron 1 of 5)","intron (NM_001360858, intron 1 of 5)",293,NM_001360858,21854,Mm.2368,NM_011590,ENSMUSG00000062580,Timm17a,Tim17a|mTim17a,translocase of inner mitochondrial membrane 17a,protein-coding
clp_H3K4me3_1_peak_9958,chr3,58524732,58525732,+,86,NA,promoter-TSS (NM_001005509),promoter-TSS (NM_001005509),-589,NM_001005509,229317,Mm.21617,NM_001005509,ENSMUSG00000027810,Eif2a,D030048D22|D3Ertd194e,eukaryotic translation initiation factor 2A,protein-coding
clp_H3K4me3_1_peak_4408,chr13,66932618,66933618,+,86,NA,promoter-TSS (NM_025547),promoter-TSS (NM_025547),-46,NM_025547,66410,Mm.347939,NM_025547,ENSMUSG00000021519,Mterf3,2410017I18Rik|Mterfd1,mitochondrial transcription termination factor 3,protein-coding
clp_H3K4me3_1_peak_15405,chr8,88362030,88363030,+,86,NA,promoter-TSS (NM_012047),promoter-TSS (NM_012047),-339,NM_012047,26992,Mm.5400,NM_012047,ENSMUSG00000031660,Brd7,BP75|CELTIX1|Ptpn13ip,bromodomain containing 7,protein-coding
clp_H3K4me3_1_peak_451,chr1,92179057,92180057,+,86,NA,"intron (NM_207225, intron 1 of 26)","intron (NM_207225, intron 1 of 26)",784,NM_207225,208727,Mm.318567,NM_207225,ENSMUSG00000026313,Hdac4,4932408F19Rik|HD4,histone deacetylase 4,protein-coding
clp_H3K4me3_1_peak_9048,chr2,90847080,90848080,+,86,NA,"intron (NM_001317243, intron 1 of 11)","intron (NM_001317243, intron 1 of 11)",425,NM_001317243,56428,Mm.28023,NM_019758,ENSMUSG00000027282,Mtch2,2310034D24Rik|4930539J07Rik|HSPC032,mitochondrial carrier 2,protein-coding
clp_H3K4me3_1_peak_4185,chr13,34993340,34994340,+,86,NA,"5' UTR (NM_011868, exon 1 of 10)","5' UTR (NM_011868, exon 1 of 10)",304,NM_001110331,23986,Mm.491141,NM_011868,ENSMUSG00000021417,Eci2,Acbd2|Drs1|Hca88|Peci,enoyl-Coenzyme A delta isomerase 2,protein-coding
clp_H3K4me3_1_peak_14453,chr7,100705885,100706885,+,85,NA,promoter-TSS (NM_001362169),promoter-TSS (NM_001362169),-250,NM_178764,319604,Mm.260362,NM_178764,ENSMUSG00000029461,Fam168a,2610030B18Rik|B930006L02Rik|mKIAA0280,"family with sequence similarity 168, member A",protein-coding
clp_H3K4me3_1_peak_1859,chr10,122096148,122097148,+,85,NA,"intron (NM_001364706, intron 1 of 6)",CpG,522,NM_001364706,216395,Mm.236764,NM_153059,ENSMUSG00000034620,Rxylt1,6330415D21Rik|Tmem5,ribitol xylosyltransferase 1,protein-coding
clp_H3K4me3_1_peak_10471-2,chr3,129830627,129831627,+,85,NA,"5' UTR (NM_026578, exon 1 of 7)","5' UTR (NM_026578, exon 1 of 7)",269,NM_026578,68147,Mm.24873,NM_026578,ENSMUSG00000028010,Gar1,AA409823|AI326794|C430047J18Rik|Nola1,GAR1 ribonucleoprotein,protein-coding
clp_H3K4me3_1_peak_13500,chr6,124745556,124746556,+,85,NA,"exon (NM_007881, exon 5 of 10)","exon (NM_007881, exon 5 of 10)",-4987,NM_013535,14790,Mm.439877,NM_013535,ENSMUSG00000072772,Grcc10,2310033H05Rik|C10,"gene rich cluster, C10 gene",protein-coding
clp_H3K4me3_1_peak_15537,chr8,107435654,107436654,+,85,NA,promoter-TSS (NM_025830),promoter-TSS (NM_025830),-216,NM_025830,66894,Mm.390058,NM_025830,ENSMUSG00000031930,Wwp2,1300010O06Rik|AA690238|AIP2|AW554328,WW domain containing E3 ubiquitin protein ligase 2,protein-coding
clp_H3K4me3_1_peak_375,chr1,82839155,82840155,+,85,NA,"5' UTR (NM_010472, exon 1 of 13)","5' UTR (NM_010472, exon 1 of 13)",195,NM_001310713,15463,Mm.392569,NM_010472,ENSMUSG00000026159,Agfg1,AU045498|C130049H11Rik|C85612|D730048C23Rik|Hrb|RAB|Rip,ArfGAP with FG repeats 1,protein-coding
clp_H3K4me3_1_peak_5184,chr14,79480522,79481522,+,85,NA,promoter-TSS (NM_007920),promoter-TSS (NM_007920),-172,NM_007920,13709,Mm.20938,NM_007920,ENSMUSG00000036461,Elf1,Elf-1|Sts1|mElf-1|p70,E74-like factor 1,protein-coding
clp_H3K4me3_1_peak_14453-2,chr7,100705885,100706885,+,85,NA,promoter-TSS (NM_001362169),promoter-TSS (NM_001362169),-250,NM_178764,319604,Mm.260362,NM_178764,ENSMUSG00000029461,Fam168a,2610030B18Rik|B930006L02Rik|mKIAA0280,"family with sequence similarity 168, member A",protein-coding
clp_H3K4me3_1_peak_10471,chr3,129830627,129831627,+,85,NA,"5' UTR (NM_026578, exon 1 of 7)","5' UTR (NM_026578, exon 1 of 7)",269,NM_026578,68147,Mm.24873,NM_026578,ENSMUSG00000028010,Gar1,AA409823|AI326794|C430047J18Rik|Nola1,GAR1 ribonucleoprotein,protein-coding
clp_H3K4me3_1_peak_9136,chr2,105398387,105399387,+,85,NA,"intron (NM_009037, intron 1 of 5)",CpG,432,NM_009037,19672,Mm.4876,NM_009037,ENSMUSG00000005973,Rcn1,Rcn,reticulocalbin 1,protein-coding
clp_H3K4me3_1_peak_10826,chr4,45972131,45973131,+,85,NA,promoter-TSS (NM_001355189),promoter-TSS (NM_001355189),-200,NM_001355189,100121,Mm.275413,NM_146142,ENSMUSG00000035517,Tdrd7,5730495N10Rik|AI447470|PCTAIRE2BP,tudor domain containing 7,protein-coding
clp_H3K4me3_1_peak_7252,chr17,74395360,74396360,+,85,NA,"intron (NM_144798, intron 1 of 13)","intron (NM_144798, intron 1 of 13)",252,NM_144798,210148,Mm.243943,NM_144798,ENSMUSG00000024069,Slc30a6,9530029F08Rik|ZnT6,"solute carrier family 30 (zinc transporter), member 6",protein-coding
clp_H3K4me3_1_peak_4173,chr13,34001842,34002842,+,84,NA,promoter-TSS (NM_001359997),promoter-TSS (NM_001359997),-21,NM_001359997,19766,Mm.374799,NM_009068,ENSMUSG00000021408,Ripk1,D330015H01Rik|RIP|RIP-1|Rinp|Rip1,receptor (TNFRSF)-interacting serine-threonine kinase 1,protein-coding
