PeakID (cmd=annotatePeaks.pl clp_nocd8_H3K4me3.txt mm10 -size -500,500)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
clp_H3K4me3_1_peak_7293	chr17	83122488	83123488	+	75	NA	Intergenic	Intergenic	-44763	NR_045094	100503434	Mm.187281	NR_045094	ENSMUSG00000117399	Gm19689	-	predicted gene, 19689	ncRNA
clp_H3K4me3_1_peak_1553	chr10	80319821	80320821	+	75	NA	TTS (NM_008793)	TTS (NM_008793)	227	NM_025521	66374	Mm.383824	NM_025521	ENSMUSG00000020133	2310011J03Rik	AI452186|AW545358	RIKEN cDNA 2310011J03 gene	protein-coding
clp_H3K4me3_1_peak_16766-2	chrX	37084103	37085103	+	75	NA	intron (NM_026055, intron 1 of 2)	intron (NM_026055, intron 1 of 2)	619	NM_026055	67248	Mm.30478	NM_026055	ENSMUSG00000079641	Rpl39	2810465O16Rik	ribosomal protein L39	protein-coding
clp_H3K4me3_1_peak_372	chr1	81280431	81281431	+	75	NA	intron (NM_001356399, intron 6 of 6)	intron (NM_001356399, intron 6 of 6)	203524	NM_001356397	241134	Mm.313904	NM_172849	ENSMUSG00000054976	Nyap2	9430031J16Rik|Jr6|Kiaa1486	neuronal tyrosine-phophorylated phosphoinositide 3-kinase adaptor 2	protein-coding
clp_H3K4me3_1_peak_3816	chr12	98900615	98901615	+	75	NA	5' UTR (NM_001081191, exon 1 of 44)	5' UTR (NM_001081191, exon 1 of 44)	369	NM_001081191	319670	Mm.390484	NM_001081191	ENSMUSG00000051166	Eml5	BC027154|C130068M19Rik	echinoderm microtubule associated protein like 5	protein-coding
clp_H3K4me3_1_peak_10959	chr4	86748274	86749274	+	75	NA	5' UTR (NM_184088, exon 1 of 32)	5' UTR (NM_184088, exon 1 of 32)	219	NM_184088	329877	Mm.273718	NM_184088	ENSMUSG00000038024	Dennd4c	1700065A05Rik|AA420392	DENN/MADD domain containing 4C	protein-coding
clp_H3K4me3_1_peak_9072	chr2	91949653	91950653	+	75	NA	intron (NM_001166597, intron 1 of 31)	intron (NM_001166597, intron 1 of 31)	195	NM_001166597	104418	Mm.314923	NM_138306	ENSMUSG00000040479	Dgkz	E130307B02Rik|F730209L11Rik|mDGK[z]	diacylglycerol kinase zeta	protein-coding
clp_H3K4me3_1_peak_11454	chr4	135271092	135272092	+	75	NA	intron (NM_013885, intron 1 of 5)	intron (NM_013885, intron 1 of 5)	1168	NM_013885	29876	Mm.257765	NM_013885	ENSMUSG00000037242	Clic4	D0Jmb3|TU-74|mc3s5|mtCLIC	chloride intracellular channel 4 (mitochondrial)	protein-coding
clp_H3K4me3_1_peak_8061	chr19	12005793	12006793	+	75	NA	Intergenic	Intergenic	30447	NM_146680	258675	Mm.271517	NM_146680	ENSMUSG00000067529	Olfr1423	MOR239-3	olfactory receptor 1423	protein-coding
clp_H3K4me3_1_peak_9549	chr2	156840291	156841291	+	75	NA	intron (NM_173396, intron 1 of 2)	CpG	784	NM_001291124	228839	Mm.315625	NM_173396	ENSMUSG00000062175	Tgif2	4921501K24|5730599O09Rik|C80753|C81206	TGFB-induced factor homeobox 2	protein-coding
clp_H3K4me3_1_peak_493	chr1	101902020	101903020	+	75	NA	Intergenic	IAPEY4_I-int|LTR|ERVK	746752	NR_037989	100504525	Mm.87065	NR_037989	ENSMUSG00000100684	Gm20268	-	predicted gene, 20268	ncRNA
clp_H3K4me3_1_peak_16650	chr9	123113076	123114076	+	75	NA	promoter-TSS (NM_026917)	promoter-TSS (NM_026917)	345	NM_001081188	66446	Mm.41562	NM_001081188	ENSMUSG00000025785	Exosc7	2610002K22Rik|AV212732|mKIAA0116	exosome component 7	protein-coding
clp_H3K4me3_1_peak_4368	chr13	59585128	59586128	+	75	NA	promoter-TSS (NR_045633)	promoter-TSS (NR_045633)	295	NM_030153	78689	Mm.253902	NM_030153	ENSMUSG00000021555	Naa35	A330021G12Rik|A330027C19Rik|AI158944|C030004C14Rik|Mak10	N(alpha)-acetyltransferase 35, NatC auxiliary subunit	protein-coding
clp_H3K4me3_1_peak_15262	chr8	72443574	72444574	+	75	NA	promoter-TSS (NM_028500)	promoter-TSS (NM_028500)	194	NM_028170	72254	Mm.30136	NM_028170	ENSMUSG00000052794	1700030K09Rik	-	RIKEN cDNA 1700030K09 gene	protein-coding
clp_H3K4me3_1_peak_1506	chr10	79533152	79534152	+	75	NA	exon (NM_015817, exon 1 of 6)	exon (NM_015817, exon 1 of 6)	135	NM_015817	50784	Mm.28873	NM_015817	ENSMUSG00000052151	Plpp2	Lpp2|PAP2-G|PAP2-gamma|PAP2c|Ppap2c	phospholipid phosphatase 2	protein-coding
clp_H3K4me3_1_peak_2513	chr11	70014789	70015789	+	75	NA	exon (NM_017366, exon 1 of 20)	exon (NM_017366, exon 1 of 20)	139	NM_017366	11370	Mm.18630	NM_017366	ENSMUSG00000018574	Acadvl	vlcad	acyl-Coenzyme A dehydrogenase, very long chain	protein-coding
clp_H3K4me3_1_peak_12838	chr6	4600409	4601409	+	75	NA	promoter-TSS (NM_145398)	promoter-TSS (NM_145398)	-2	NM_145398	213819	Mm.270703	NM_145398	ENSMUSG00000015189	Casd1	Cas1|Cast1|SOAT	CAS1 domain containing 1	protein-coding
clp_H3K4me3_1_peak_13632	chr6	140423893	140424893	+	75	NA	exon (NM_144920, exon 2 of 31)	exon (NM_144920, exon 2 of 31)	294	NM_144920	109135	Mm.247670	NM_144920	ENSMUSG00000030231	Plekha5	2810431N21Rik|AI428202|AK129423|AMH-Cre|Ayu21-9|Gt(pU21)9Imeg|Pepp2|Tg(AMH-cre)1Flor	pleckstrin homology domain containing, family A member 5	protein-coding
clp_H3K4me3_1_peak_16605	chr9	119357303	119358303	+	75	NA	intron (NM_001359699, intron 1 of 17)	CpG	422	NM_001199568	102448	Mm.219497	NM_001033209	ENSMUSG00000035769	Xylb	AI132223|AI327421	xylulokinase homolog (H. influenzae)	protein-coding
clp_H3K4me3_1_peak_10417	chr3	116661741	116662741	+	75	NA	intron (NM_008246, intron 1 of 11)	CpG	436	NM_008246	15247	Mm.280077	NM_008246	ENSMUSG00000089911	Mfsd14a	Hiat1	major facilitator superfamily domain containing 14A	protein-coding
clp_H3K4me3_1_peak_2296	chr11	54027822	54028822	+	75	NA	promoter-TSS (NM_001330304)	promoter-TSS (NM_001330304)	-218	NM_019687	30805	Mm.274590	NM_019687	ENSMUSG00000020334	Slc22a4	Octn1	solute carrier family 22 (organic cation transporter), member 4	protein-coding
clp_H3K4me3_1_peak_10280	chr3	97297054	97298054	+	75	NA	Intergenic	Intergenic	-70190	NM_029933	77578	Mm.226175	NM_029933	ENSMUSG00000038256	Bcl9	2610202E01Rik|8030475K17Rik|A330041G23Rik|Gm130	B cell CLL/lymphoma 9	protein-coding
clp_H3K4me3_1_peak_1096	chr10	12812978	12813978	+	75	NA	intron (NM_011682, intron 1 of 73)	intron (NM_011682, intron 1 of 73)	48257	NM_011682	22288	Mm.331784	NM_011682	ENSMUSG00000019820	Utrn	AA589569|DRP|Dmdl	utrophin	protein-coding
clp_H3K4me3_1_peak_15986	chr9	44920613	44921613	+	75	NA	promoter-TSS (NM_013795)	promoter-TSS (NM_013795)	-371	NM_013795	27425	Mm.14663	NM_013795	ENSMUSG00000038717	Atp5l	4933437C06Rik|Atp5mg	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G	protein-coding
clp_H3K4me3_1_peak_4276	chr13	48968056	48969056	+	75	NA	promoter-TSS (NM_001033268)	promoter-TSS (NM_001033268)	444	NR_015601	68128	Mm.426304	NR_015601		Fam120aos	C030044B11Rik	family with sequence similarity 120A, opposite strand	ncRNA
clp_H3K4me3_1_peak_14571	chr7	114276019	114277019	+	75	NA	promoter-TSS (NM_011965)	promoter-TSS (NM_011965)	-403	NM_011965	26440	Mm.121265	NM_011965	ENSMUSG00000030751	Psma1	C2|HC2|Pros-30|alpha-type	proteasome (prosome, macropain) subunit, alpha type 1	protein-coding
clp_H3K4me3_1_peak_9129	chr2	104742163	104743163	+	75	NA	intron (NM_144804, intron 1 of 8)	CpG	194	NM_144804	211896	Mm.288805	NM_144804	ENSMUSG00000027173	Depdc7	AV216087	DEP domain containing 7	protein-coding
clp_H3K4me3_1_peak_12838-2	chr6	4600409	4601409	+	75	NA	promoter-TSS (NM_145398)	promoter-TSS (NM_145398)	-2	NM_145398	213819	Mm.270703	NM_145398	ENSMUSG00000015189	Casd1	Cas1|Cast1|SOAT	CAS1 domain containing 1	protein-coding
clp_H3K4me3_1_peak_9549-2	chr2	156840291	156841291	+	75	NA	intron (NM_173396, intron 1 of 2)	CpG	784	NM_001291124	228839	Mm.315625	NM_173396	ENSMUSG00000062175	Tgif2	4921501K24|5730599O09Rik|C80753|C81206	TGFB-induced factor homeobox 2	protein-coding
clp_H3K4me3_1_peak_1538	chr10	80142149	80143149	+	75	NA	intron (NM_001347092, intron 1 of 2)	intron (NM_001347092, intron 1 of 2)	334	NM_025313	66043	Mm.278560	NM_025313	ENSMUSG00000003072	Atp5d	0610008F14Rik|1500000I11Rik|AA960090|AI876556|AU020773|Atp5f1d|C85518	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit	protein-coding
clp_H3K4me3_1_peak_11999	chr5	47982394	47983394	+	75	NA	promoter-TSS (NM_001291227)	promoter-TSS (NM_001291227)	-261	NM_001291227	20563	Mm.289739	NM_178804	ENSMUSG00000031558	Slit2	Drad-1|E030015M03Rik|E130320P19Rik|Slil3|b2b1200.1Clo|mKIAA4141|slit-2	slit guidance ligand 2	protein-coding
clp_H3K4me3_1_peak_10162	chr3	90079419	90080419	+	75	NA	intron (NM_001357581, intron 1 of 8)	CpG	398	NM_001357581	59069	Mm.240839	NM_022314	ENSMUSG00000027940	Tpm3	TM30nm|TMnm|Tm5NM|Tpm-5|Tpm5|Trop-5|gamma-TM|hTM30nm|hTMnm	tropomyosin 3, gamma	protein-coding
clp_H3K4me3_1_peak_10848	chr4	47474527	47475527	+	75	NA	promoter-TSS (NM_019998)	promoter-TSS (NM_019998)	366	NM_024171	66212	Mm.20188	NM_024171	ENSMUSG00000053317	Sec61b	1190006C12Rik|AI326121|AW122942	Sec61 beta subunit	protein-coding
clp_H3K4me3_1_peak_11380	chr4	132756665	132757665	+	75	NA	promoter-TSS (NM_133888)	promoter-TSS (NM_133888)	6	NM_133888	100340	Mm.287187	NM_133888	ENSMUSG00000028885	Smpdl3b	1110054A24Rik|AU045240|Asml3b	sphingomyelin phosphodiesterase, acid-like 3B	protein-coding
clp_H3K4me3_1_peak_14871	chr7	143829927	143830927	+	75	NA	intron (NM_007856, intron 2 of 8)	intron (NM_007856, intron 2 of 8)	7260	NM_007856	13360	Mm.249342	NM_007856	ENSMUSG00000058454	Dhcr7	AA409147	7-dehydrocholesterol reductase	protein-coding
clp_H3K4me3_1_peak_12379	chr5	115327671	115328671	+	75	NA	intron (NR_036616, intron 1 of 4)	intron (NR_036616, intron 1 of 4)	994	NM_025573	108014	Mm.287826	NM_025573	ENSMUSG00000029538	Srsf9	25kDa|2610029M16Rik|SRp30c|Sfrs9	serine/arginine-rich splicing factor 9	protein-coding
clp_H3K4me3_1_peak_4335	chr13	55444933	55445933	+	75	NA	5' UTR (NM_001286066, exon 1 of 16)	5' UTR (NM_001286066, exon 1 of 16)	102	NM_001112711	26385	Mm.10193	NM_011938	ENSMUSG00000074886	Grk6	Gprk6	G protein-coupled receptor kinase 6	protein-coding
clp_H3K4me3_1_peak_6161	chr16	31428535	31429535	+	75	NA	non-coding (NR_152205, exon 1 of 1)	non-coding (NR_152205, exon 1 of 1)	282	NM_001122683	71911	Mm.293470	NM_175177	ENSMUSG00000046598	Bdh1	2310032J20Rik|AI327223|Bdh	3-hydroxybutyrate dehydrogenase, type 1	protein-coding
clp_H3K4me3_1_peak_17089	chrX	162901860	162902860	+	75	NA	non-coding (NR_033143, exon 1 of 19)	non-coding (NR_033143, exon 1 of 19)	189	NR_033143	55936	Mm.2065	NM_018737	ENSMUSG00000031360	Ctps2	A830031M15Rik|AI326475|Ctpsh	cytidine 5'-triphosphate synthase 2	protein-coding
clp_H3K4me3_1_peak_12888	chr6	23839377	23840377	+	75	NA	promoter-TSS (NM_001252106)	promoter-TSS (NM_001252106)	-456	NM_153163	320405	Mm.259632	NM_153163	ENSMUSG00000017978	Cadps2	A230044C21Rik|Caps-2|Caps2|Cpd2	Ca2+-dependent activator protein for secretion 2	protein-coding
clp_H3K4me3_1_peak_15001	chr8	25975910	25976910	+	75	NA	intron (NM_029884, intron 1 of 17)	CpG	334	NM_029884	52120	Mm.28326	NM_029884	ENSMUSG00000037260	Hgsnat	9430010M12Rik|AW208455|D8Ertd354e|Tmem76	heparan-alpha-glucosaminide N-acetyltransferase	protein-coding
clp_H3K4me3_1_peak_13105	chr6	55037223	55038223	+	75	NA	promoter-TSS (NM_180678)	promoter-TSS (NM_180678)	-278	NM_180678	353172	Mm.250004	NM_180678	ENSMUSG00000029777	Gars	GENA202|Gena201|Nmf249|Sgrp23	glycyl-tRNA synthetase	protein-coding
clp_H3K4me3_1_peak_1697	chr10	91081842	91082842	+	75	NA	promoter-TSS (NM_026166)	promoter-TSS (NM_026166)	401	NM_001042558	11783	Mm.220289	NM_009684	ENSMUSG00000019979	Apaf1	6230400I06Rik|Apaf-1|Apaf1l|fog|mKIAA0413	apoptotic peptidase activating factor 1	protein-coding
clp_H3K4me3_1_peak_12550	chr5	127616489	127617489	+	75	NA	exon (NM_133895, exon 1 of 8)	exon (NM_133895, exon 1 of 8)	403	NM_133895	100561	Mm.28506	NM_133895	ENSMUSG00000029416	Slc15a4	AA987064|AW742963|C130069N12Rik|PHT1|PTR4	solute carrier family 15, member 4	protein-coding
clp_H3K4me3_1_peak_14032	chr7	30422179	30423179	+	75	NA	promoter-TSS (NM_172142)	promoter-TSS (NM_172142)	273	NM_001360907	243910	Mm.386878	NM_172142	ENSMUSG00000036931	Nfkbid	I-kappa-B-delta|IkappaBNS|ikB-delta	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, delta	protein-coding
clp_H3K4me3_1_peak_17097	chrX	166440046	166441046	+	74	NA	promoter-TSS (NM_001313722)	promoter-TSS (NM_001313722)	158	NM_177429	237222	Mm.247480	NM_177429	ENSMUSG00000040586	Ofd1	Cxorf5|DXGgc7e|ORF2	OFD1, centriole and centriolar satellite protein	protein-coding
clp_H3K4me3_1_peak_16899	chrX	94212622	94213622	+	74	NA	promoter-TSS (NM_012010)	promoter-TSS (NM_012010)	-471	NM_012010	26905	Mm.218851	NM_012010	ENSMUSG00000035150	Eif2s3x	AA409828|AA547477|AI314668|Eif-2gx|eIF-2-gamma X	eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked	protein-coding
clp_H3K4me3_1_peak_645	chr1	138619181	138620181	+	74	NA	promoter-TSS (NM_021605)	promoter-TSS (NM_021605)	76	NM_021605	59125	Mm.143817	NM_021605	ENSMUSG00000026393	Nek7	2810460C19Rik|AU020186	NIMA (never in mitosis gene a)-related expressed kinase 7	protein-coding
clp_H3K4me3_1_peak_13886	chr7	24637674	24638674	+	74	NA	intron (NM_133743, intron 2 of 4)	intron (NM_133743, intron 2 of 4)	1604	NM_133743	72434	Mm.281093	NM_133743	ENSMUSG00000057454	Lypd3	2310061G07Rik|C4.4a	Ly6/Plaur domain containing 3	protein-coding
clp_H3K4me3_1_peak_8113	chr19	24477352	24478352	+	74	NA	promoter-TSS (NM_026520)	promoter-TSS (NM_026520)	-378	NM_026520	68034	Mm.440181	NM_026520	ENSMUSG00000074922	Fam122a	2410124L17Rik|2900009I07Rik|Gm9849	family with sequence similarity 122, member A	protein-coding
clp_H3K4me3_1_peak_8702	chr2	30415320	30416320	+	74	NA	promoter-TSS (NM_007760)	promoter-TSS (NM_007760)	-72	NM_007760	12908	Mm.20396	NM_007760	ENSMUSG00000026853	Crat	AW107812|CARAT	carnitine acetyltransferase	protein-coding
clp_H3K4me3_1_peak_9916	chr3	51358238	51359238	+	74	NA	Intergenic	Intergenic	-18094	NM_023502	69257	Mm.131038	NM_023502	ENSMUSG00000037174	Elf2	2610036A20Rik|A230104O07Rik|AW111824|BB183398|EU32|NERF|NERF-1A|NERF-1B|NERF-2	E74-like factor 2	protein-coding
clp_H3K4me3_1_peak_2370	chr11	60176546	60177546	+	74	NA	intron (NM_001037764, intron 1 of 4)	CpG	23571	NR_105886	102465555		NR_105886	ENSMUSG00000098547	Mir6921	Gm27352|mmu-mir-6921	microRNA 6921	ncRNA
clp_H3K4me3_1_peak_4946	chr14	54351030	54352030	+	74	NA	Intergenic	RLTR44-int|LTR|ERVK	-9311	NM_026936	69089	Mm.182340	NM_026936	ENSMUSG00000000959	Oxa1l	1810020M02Rik|AI894287	oxidase assembly 1-like	protein-coding
clp_H3K4me3_1_peak_12566	chr5	129895223	129896223	+	74	NA	promoter-TSS (NM_001359408)	promoter-TSS (NM_001359408)	0	NM_001359408	71970	Mm.422716	NM_183088	ENSMUSG00000034173	Zbed5	2410018M08Rik|Scand3	zinc finger, BED type containing 5	protein-coding
clp_H3K4me3_1_peak_6390	chr16	85172627	85173627	+	74	NA	intron (NM_007471, intron 1 of 15)	CpG	580	NM_007471	11820	Mm.277585	NM_007471	ENSMUSG00000022892	App	Abeta|Abpp|Adap|Ag|Cvap|E030013M08Rik|betaApp	amyloid beta (A4) precursor protein	protein-coding
clp_H3K4me3_1_peak_7296	chr17	83275830	83276830	+	74	NA	Intergenic	CpG	61047	NM_134117	106522	Mm.311974	NM_134117	ENSMUSG00000024247	Pkdcc	AI115348|AW548124|Adtk1|ESTM17|MAd1|Sgk493|Vlk|X83346	protein kinase domain containing, cytoplasmic	protein-coding
clp_H3K4me3_1_peak_10210	chr3	95159923	95160923	+	74	NA	promoter-TSS (NM_001272024)	promoter-TSS (NM_001272024)	3	NR_073551	20360	Mm.23662	NM_011351	ENSMUSG00000038777	Sema6c	Semay|mKIAA1869	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C	protein-coding
clp_H3K4me3_1_peak_14853	chr7	143052399	143053399	+	74	NA	5' UTR (NM_133655, exon 1 of 8)	5' UTR (NM_133655, exon 1 of 8)	149	NM_133655	12520	Mm.806	NM_133655	ENSMUSG00000037706	Cd81	Tapa-1|Tapa1|Tspan28	CD81 antigen	protein-coding
clp_H3K4me3_1_peak_41	chr1	14309654	14310654	+	74	NA	promoter-TSS (NM_001310459)	promoter-TSS (NM_001310459)	45	NM_010164	14048	Mm.250185	NM_010164	ENSMUSG00000025932	Eya1	bor	EYA transcriptional coactivator and phosphatase 1	protein-coding
clp_H3K4me3_1_peak_490	chr1	97769308	97770308	+	74	NA	promoter-TSS (NM_001310773)	promoter-TSS (NM_001310773)	284	NM_173760	227399	Mm.220817	NM_173760	ENSMUSG00000040648	Ppip5k2	AW555814|Cfap160|D330021B20|Hisppd1|Vip2|mKIAA0433	diphosphoinositol pentakisphosphate kinase 2	protein-coding
clp_H3K4me3_1_peak_14497	chr7	104464444	104465444	+	74	NA	intron (NM_009099, intron 1 of 7)	intron (NM_009099, intron 1 of 7)	249	NM_009099	20128	Mm.295578	NM_009099	ENSMUSG00000030921	Trim30a	Rpt-1|Rpt1|Trim30	tripartite motif-containing 30A	protein-coding
clp_H3K4me3_1_peak_6137	chr16	25058712	25059712	+	74	NA	promoter-TSS (NR_040374)	promoter-TSS (NR_040374)	-427	NR_040374	319487	Mm.137341	NR_040374	ENSMUSG00000096960	A230028O05Rik	-	RIKEN cDNA A230028O05 gene	ncRNA
clp_H3K4me3_1_peak_2330	chr11	58302103	58303103	+	74	NA	Intergenic	Intergenic	-4466	NM_001040686	103836	Mm.41440	NM_182996	ENSMUSG00000037243	Zfp692	AI746306|AI839920|Zfp692-ps|Znf692	zinc finger protein 692	protein-coding
clp_H3K4me3_1_peak_8099	chr19	21737049	21738049	+	74	NA	Intergenic	Intergenic	-40791	NM_001033759	83921	Mm.329776	NM_031997	ENSMUSG00000024754	Cemip2	Tmem2	cell migration inducing hyaluronidase 2	protein-coding
clp_H3K4me3_1_peak_2367	chr11	60105213	60106213	+	74	NA	intron (NM_009021, intron 1 of 5)	CpG	700	NM_009021	19377	Mm.296366	NM_009021	ENSMUSG00000062115	Rai1	Gt1	retinoic acid induced 1	protein-coding
clp_H3K4me3_1_peak_11230	chr4	123411173	123412173	+	74	NA	5' UTR (NM_001167918, exon 1 of 1)	5' UTR (NM_001167918, exon 1 of 1)	238	NM_001167918	442834	Mm.483803	NM_001167918		D830031N03Rik	Kiaa0754|mKIAA0754	RIKEN cDNA D830031N03 gene	protein-coding
clp_H3K4me3_1_peak_17047	chrX	151520878	151521878	+	74	NA	5' UTR (NM_001113354, exon 1 of 22)	5' UTR (NM_001113354, exon 1 of 22)	706	NM_177201	320595	Mm.17156	NM_177201	ENSMUSG00000041229	Phf8	9830141C09Rik|mKIAA1111	PHD finger protein 8	protein-coding
clp_H3K4me3_1_peak_14259	chr7	66689709	66690709	+	74	NA	promoter-TSS (NR_003961)	promoter-TSS (NR_003961)	320	NR_034030	72635	Mm.289796	NM_152815	ENSMUSG00000053091	Lins1	2700083B01Rik|AW547219|Lins|Lins2|Wins2	lines homolog 1	protein-coding
clp_H3K4me3_1_peak_9977	chr3	61002236	61003236	+	74	NA	promoter-TSS (NM_001282016)	promoter-TSS (NM_001282016)	-49	NM_008772	18441	Mm.281452	NM_008772	ENSMUSG00000027765	P2ry1	P2Y1	purinergic receptor P2Y, G-protein coupled 1	protein-coding
clp_H3K4me3_1_peak_4362	chr13	58384771	58385771	+	74	NA	promoter-TSS (NM_027335)	promoter-TSS (NM_027335)	-46	NM_027335	70153	Mm.296610	NM_027335	ENSMUSG00000021550	2210016F16Rik	-	RIKEN cDNA 2210016F16 gene	protein-coding
clp_H3K4me3_1_peak_6211	chr16	35768998	35769998	+	74	NA	promoter-TSS (NM_175111)	promoter-TSS (NM_175111)	-128	NM_153550	224132	Mm.24094	NM_153550	ENSMUSG00000022848	Slc49a4	Dirc2|RCC4	solute carrier family 49 member 4	protein-coding
clp_H3K4me3_1_peak_14360	chr7	82866133	82867133	+	74	NA	promoter-TSS (NM_175366)	promoter-TSS (NM_175366)	-700	NM_175366	108797	Mm.306789	NM_175366	ENSMUSG00000057706	Mex3b	4931439A04Rik|M-04814|Rkhd3|mKIAA2009	mex3 RNA binding family member B	protein-coding
clp_H3K4me3_1_peak_1356	chr10	60931876	60932876	+	74	NA	intron (NR_033616, intron 1 of 2)	intron (NR_033616, intron 1 of 2)	5756	NR_033616	73616	Mm.159038	NR_033616	ENSMUSG00000037247	Pldi	1700125F08Rik|Poldi	polymorphic derived intron containing	ncRNA
clp_H3K4me3_1_peak_8208	chr19	37175033	37176033	+	74	NA	intron (NM_001290827, intron 1 of 10)	intron (NM_001290827, intron 1 of 10)	530	NM_001290826	208922	Mm.391176	NM_198300	ENSMUSG00000039652	Cpeb3	4831444O18Rik|CPE-BP3|mKIAA0940	cytoplasmic polyadenylation element binding protein 3	protein-coding
clp_H3K4me3_1_peak_4774	chr14	20793338	20794338	+	74	NA	promoter-TSS (NR_153779)	promoter-TSS (NR_153779)	250	NM_001039139	12325	Mm.235182	NM_178597	ENSMUSG00000021820	Camk2g	Camkg	calcium/calmodulin-dependent protein kinase II gamma	protein-coding
clp_H3K4me3_1_peak_14560	chr7	113207063	113208063	+	74	NA	promoter-TSS (NM_001368412)	promoter-TSS (NM_001368412)	52	NM_001368412	11865	Mm.33970	NM_007489	ENSMUSG00000055116	Arntl	Arnt3|BMAL1b|Bmal1|MOP3|bHLHe5|bmal1b'	aryl hydrocarbon receptor nuclear translocator-like	protein-coding
clp_H3K4me3_1_peak_882	chr1	172549982	172550982	+	74	NA	intron (NR_040558, intron 1 of 2)	L3|LINE|CR1	324	NR_040558	71319	Mm.123774	NR_040558	ENSMUSG00000085184	4933439K11Rik	-	RIKEN cDNA 4933439K11 gene	ncRNA
clp_H3K4me3_1_peak_11625	chr4	150371702	150372702	+	74	NA	intron (NM_001085492, intron 1 of 22)	CpG	90286	NM_001085492	68703	Mm.291274	NM_001085492	ENSMUSG00000039852	Rere	1110033A15Rik|AI414665|ARG|ARP|ATN1L|AW742570|Atr2|DNB1|eye<m03Jus>|eyes3|mKIAA0458	arginine glutamic acid dipeptide (RE) repeats	protein-coding
clp_H3K4me3_1_peak_8652	chr2	28699571	28700571	+	74	NA	promoter-TSS (NM_001033874)	promoter-TSS (NM_001033874)	-90	NM_001033874	68870	Mm.273318	NM_001033874	ENSMUSG00000026807	Ak8	1190002A17Rik|AK 8	adenylate kinase 8	protein-coding
clp_H3K4me3_1_peak_11629	chr4	150908990	150909990	+	74	NA	intron (NM_020569, intron 1 of 6)	intron (NM_020569, intron 1 of 6)	431	NM_020569	57320	Mm.277349	NM_020569	ENSMUSG00000028964	Park7	DJ-1|Dj1	Parkinson disease (autosomal recessive, early onset) 7	protein-coding
clp_H3K4me3_1_peak_11058	chr4	107252925	107253925	+	74	NA	promoter-TSS (NM_028394)	promoter-TSS (NM_028394)	108	NM_029985	77809	Mm.29681	NM_029985	ENSMUSG00000028617	Lrrc42	A930011F22Rik|AA536996	leucine rich repeat containing 42	protein-coding
clp_H3K4me3_1_peak_12987	chr6	38532886	38533886	+	74	NA	Intergenic	Intergenic	-1475	NM_025363	66117	Mm.158971	NM_025363	ENSMUSG00000019689	Fmc1	1110001J03Rik	formation of mitochondrial complex V assembly factor 1	protein-coding
clp_H3K4me3_1_peak_16496	chr9	108346975	108347975	+	74	NA	promoter-TSS (NM_011678)	promoter-TSS (NM_011678)	-356	NM_011678	22258	Mm.3974	NM_011678	ENSMUSG00000032612	Usp4	F730026I20Rik|Unp|mKIAA4155	ubiquitin specific peptidase 4 (proto-oncogene)	protein-coding
clp_H3K4me3_1_peak_6894	chr17	34198342	34199342	+	74	NA	intron (NM_010724, intron 1 of 5)	intron (NM_010724, intron 1 of 5)	647	NM_010724	16913	Mm.180191	NM_010724	ENSMUSG00000024338	Psmb8	Lmp-7|Lmp7	proteasome (prosome, macropain) subunit, beta type 8 (large multifunctional peptidase 7)	protein-coding
clp_H3K4me3_1_peak_819	chr1	170174024	170175024	+	74	NA	intron (NM_133806, intron 1 of 10)	intron (NM_133806, intron 1 of 10)	440	NM_001305045	107652	Mm.27969	NM_133806	ENSMUSG00000026670	Uap1	AA420407|AA437972|AGX-1|AGX-2|AGX1|AgX|ESTM38|SPAG2	UDP-N-acetylglucosamine pyrophosphorylase 1	protein-coding
clp_H3K4me3_1_peak_8617	chr2	26444363	26445363	+	74	NA	intron (NM_153125, intron 1 of 29)	intron (NM_153125, intron 1 of 29)	353	NM_153125	227648	Mm.206371	NM_153125	ENSMUSG00000026924	Sec16a	AU024582|C230052J16Rik|p250	SEC16 homolog A, endoplasmic reticulum export factor	protein-coding
clp_H3K4me3_1_peak_8274	chr19	43674242	43675242	+	74	NA	promoter-TSS (NR_045645)	promoter-TSS (NR_045645)	139	NM_145156	246696	Mm.23827	NM_145156	ENSMUSG00000040414	Slc25a28	Mfrn2|Mrs3/4	solute carrier family 25, member 28	protein-coding
